mine_id,date,target,safety_incidents_30d,safety_incidents_7d,critical_incidents_30d,high_severity_incidents_30d,pm10_avg_30d,pm10_avg_7d,pm10_trend,open_actions,overdue_actions,critical_open_actions,current_baseline_risk,risk_7d_change
86980fd3-147d-48b8-abf7-f10856fe7d44,2024-09-15 03:31:46.299254+00:00,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0.0,0.0
86980fd3-147d-48b8-abf7-f10856fe7d44,2024-09-22 03:31:46.299254+00:00,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0.0,0.0
86980fd3-147d-48b8-abf7-f10856fe7d44,2024-09-29 03:31:46.299254+00:00,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0.0,0.0
86980fd3-147d-48b8-abf7-f10856fe7d44,2024-10-06 03:31:46.299254+00:00,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0.0,0.0
86980fd3-147d-48b8-abf7-f10856fe7d44,2024-10-13 03:31:46.299254+00:00,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0.0,0.0
86980fd3-147d-48b8-abf7-f10856fe7d44,2024-10-20 03:31:46.299254+00:00,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0.0,0.0
86980fd3-147d-48b8-abf7-f10856fe7d44,2024-10-27 03:31:46.299254+00:00,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0.0,0.0
86980fd3-147d-48b8-abf7-f10856fe7d44,2024-11-03 03:31:46.299254+00:00,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0.0,0.0
86980fd3-147d-48b8-abf7-f10856fe7d44,2024-11-10 03:31:46.299254+00:00,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0.0,0.0
86980fd3-147d-48b8-abf7-f10856fe7d44,2024-11-17 03:31:46.299254+00:00,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0.0,0.0
86980fd3-147d-48b8-abf7-f10856fe7d44,2024-11-24 03:31:46.299254+00:00,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0.0,0.0
86980fd3-147d-48b8-abf7-f10856fe7d44,2024-12-01 03:31:46.299254+00:00,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0.0,0.0
86980fd3-147d-48b8-abf7-f10856fe7d44,2024-12-08 03:31:46.299254+00:00,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0.0,0.0
86980fd3-147d-48b8-abf7-f10856fe7d44,2024-12-15 03:31:46.299254+00:00,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0.0,0.0
86980fd3-147d-48b8-abf7-f10856fe7d44,2024-12-22 03:31:46.299254+00:00,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0.0,0.0
86980fd3-147d-48b8-abf7-f10856fe7d44,2024-12-29 03:31:46.299254+00:00,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0.0,0.0
86980fd3-147d-48b8-abf7-f10856fe7d44,2025-01-05 03:31:46.299254+00:00,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0.0,0.0
86980fd3-147d-48b8-abf7-f10856fe7d44,2025-01-12 03:31:46.299254+00:00,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0.0,0.0
86980fd3-147d-48b8-abf7-f10856fe7d44,2025-01-19 03:31:46.299254+00:00,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0.0,0.0
86980fd3-147d-48b8-abf7-f10856fe7d44,2025-01-26 03:31:46.299254+00:00,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0.0,0.0
86980fd3-147d-48b8-abf7-f10856fe7d44,2025-02-02 03:31:46.299254+00:00,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0.0,0.0
86980fd3-147d-48b8-abf7-f10856fe7d44,2025-02-09 03:31:46.299254+00:00,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0.0,0.0
86980fd3-147d-48b8-abf7-f10856fe7d44,2025-02-16 03:31:46.299254+00:00,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0.0,0.0
86980fd3-147d-48b8-abf7-f10856fe7d44,2025-02-23 03:31:46.299254+00:00,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0.0,0.0
86980fd3-147d-48b8-abf7-f10856fe7d44,2025-03-02 03:31:46.299254+00:00,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0.0,0.0
86980fd3-147d-48b8-abf7-f10856fe7d44,2025-03-09 03:31:46.299254+00:00,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0.0,0.0
86980fd3-147d-48b8-abf7-f10856fe7d44,2025-03-16 03:31:46.299254+00:00,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0.0,0.0
86980fd3-147d-48b8-abf7-f10856fe7d44,2025-03-23 03:31:46.299254+00:00,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0.0,0.0
86980fd3-147d-48b8-abf7-f10856fe7d44,2025-03-30 03:31:46.299254+00:00,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0.0,0.0
86980fd3-147d-48b8-abf7-f10856fe7d44,2025-04-06 03:31:46.299254+00:00,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0.0,0.0
86980fd3-147d-48b8-abf7-f10856fe7d44,2025-04-13 03:31:46.299254+00:00,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0.0,0.0
86980fd3-147d-48b8-abf7-f10856fe7d44,2025-04-20 03:31:46.299254+00:00,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0.0,0.0
86980fd3-147d-48b8-abf7-f10856fe7d44,2025-04-27 03:31:46.299254+00:00,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0.0,0.0
86980fd3-147d-48b8-abf7-f10856fe7d44,2025-05-04 03:31:46.299254+00:00,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0.0,0.0
86980fd3-147d-48b8-abf7-f10856fe7d44,2025-05-11 03:31:46.299254+00:00,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0.0,0.0
86980fd3-147d-48b8-abf7-f10856fe7d44,2025-05-18 03:31:46.299254+00:00,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0.0,0.0
86980fd3-147d-48b8-abf7-f10856fe7d44,2025-05-25 03:31:46.299254+00:00,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0.0,0.0
86980fd3-147d-48b8-abf7-f10856fe7d44,2025-06-01 03:31:46.299254+00:00,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0.0,0.0
86980fd3-147d-48b8-abf7-f10856fe7d44,2025-06-08 03:31:46.299254+00:00,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0.0,0.0
86980fd3-147d-48b8-abf7-f10856fe7d44,2025-06-15 03:31:46.299254+00:00,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0.0,0.0
86980fd3-147d-48b8-abf7-f10856fe7d44,2025-06-22 03:31:46.299254+00:00,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0.0,0.0
86980fd3-147d-48b8-abf7-f10856fe7d44,2025-06-29 03:31:46.299254+00:00,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0.0,0.0
86980fd3-147d-48b8-abf7-f10856fe7d44,2025-07-06 03:31:46.299254+00:00,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0.0,0.0
86980fd3-147d-48b8-abf7-f10856fe7d44,2025-07-13 03:31:46.299254+00:00,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0.0,0.0
86980fd3-147d-48b8-abf7-f10856fe7d44,2025-07-20 03:31:46.299254+00:00,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0.0,0.0
86980fd3-147d-48b8-abf7-f10856fe7d44,2025-07-27 03:31:46.299254+00:00,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0.0,0.0
86980fd3-147d-48b8-abf7-f10856fe7d44,2025-08-03 03:31:46.299254+00:00,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0.0,0.0
86980fd3-147d-48b8-abf7-f10856fe7d44,2025-08-10 03:31:46.299254+00:00,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0.0,0.0
86980fd3-147d-48b8-abf7-f10856fe7d44,2025-08-17 03:31:46.299254+00:00,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0.0,0.0
86980fd3-147d-48b8-abf7-f10856fe7d44,2025-08-24 03:31:46.299254+00:00,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0.0,0.0
86980fd3-147d-48b8-abf7-f10856fe7d44,2025-08-31 03:31:46.299254+00:00,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0.0,0.0
86980fd3-147d-48b8-abf7-f10856fe7d44,2025-09-07 03:31:46.299254+00:00,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0.0,0.0
86980fd3-147d-48b8-abf7-f10856fe7d44,2025-09-14 03:31:46.299254+00:00,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0.0,0.0
86980fd3-147d-48b8-abf7-f10856fe7d44,2025-09-21 03:31:46.299254+00:00,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0.0,0.0
86980fd3-147d-48b8-abf7-f10856fe7d44,2025-09-28 03:31:46.299254+00:00,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0.0,0.0
